num_cidades,alfa_utilizado,beta_utilizado,resultado_distancia,tempo_segundos
127,1.83,4.34,9730,22.5476
21,2.19,2.44,4250,0.3959
38,2.35,2.61,5221,0.9334
152,1.9,3.85,10373,34.0909
30,1.35,4.57,4918,1.0219
205,0.62,2.1,15916,24.2905
25,0.88,4.16,4868,0.617
39,0.84,2.5,5315,0.9381
26,1.79,2.23,4720,0.6653
22,1.27,2.49,4560,0.457
66,1.54,1.87,6885,4.3472
38,1.14,2.15,4602,1.46
30,1.41,4.45,4836,1.6374
86,2.36,3.94,7802,7.1341
24,2.2,1.86,4145,0.5503
149,1.2,4.93,9952,33.0864
145,2.24,3.68,9892,34.13
217,0.94,3.92,13265,24.8223
260,0.89,2.31,14931,37.1307
31,1.17,1.85,6035,0.5388
150,1.45,3.71,10145,34.0946
155,0.51,2.07,13836,38.2924
138,2.09,2.26,9877,28.3766
258,1.33,1.65,14535,34.4471
107,1.49,3.67,8597,13.8547
328,1.44,3.85,15239,54.3788
63,1.72,4.3,6744,3.0582
202,0.51,3.73,13025,24.1888
326,0.57,4.96,16043,52.8162
176,1.25,4.75,10631,53.8687
113,1.23,1.52,9217,16.1396
60,0.54,2.25,6856,2.837
20,1.4,2.06,4206,0.4372
249,0.56,2.33,17094,33.9775
27,1.93,3.92,4584,0.7702
161,1.53,2.82,10781,40.1305
22,1.2,4.57,3795,0.7841
88,1.62,2.5,8159,8.2095
238,2.18,3.56,13213,31.0507
21,0.57,3.54,4086,0.3873
316,1.69,2.17,15721,51.9327
352,2.3,4.42,16906,62.6671
245,0.66,3.86,14509,32.0166
33,2.15,4.15,5110,0.7845
93,0.66,1.94,9629,10.0127
38,1.58,2.21,5313,0.9163
30,1.79,2.39,4900,1.0433
187,1.27,2.82,11673,61.5709
72,2.14,1.81,7399,6.1048
378,1.94,4.74,17250,71.4446
115,1.62,1.55,9274,16.6663
251,2.31,1.72,13918,33.8805
295,0.79,4.93,14988,45.2511
159,0.6,1.98,12728,39.4511
37,0.51,3.34,5251,0.8341
164,0.66,2.79,12809,43.4964
93,2.26,3.63,8366,10.2699
57,0.95,4.89,6403,2.4178
62,1.44,4.87,6547,3.0141
20,1.33,2.85,4083,0.3365
52,1.2,1.58,5986,1.9291
235,0.9,2.76,13811,30.5555
34,1.52,1.94,4766,1.0889
24,1.45,4.95,4167,0.979
21,0.56,3.72,4234,0.6304
122,2.19,1.89,9420,19.5894
86,1.11,1.71,8205,9.0416
21,1.37,2.38,3649,0.4346
80,1.2,4.39,7459,5.7625
37,2.03,1.51,5430,1.4021
72,2.26,4.91,8460,5.7936
78,0.53,2.48,7903,5.4309
215,1.98,3.93,12446,25.6477
27,1.78,3.56,4458,0.7525
39,2.23,3.72,6146,0.9655
80,2.22,2.2,7837,7.027
27,2.31,3.42,4388,1.3196
283,1.84,4.98,13963,41.7002
364,2.49,3.27,16980,67.1479
21,1.09,4.86,4407,0.3892
169,1.19,3.99,11146,46.4429
91,1.32,3.48,8189,9.8138
58,1.88,3.02,6704,2.4533
21,0.5,1.89,4142,0.3733
136,0.94,3.04,9964,26.6758
37,0.56,4.72,4782,0.7875
42,2.16,4.21,5741,1.2057
119,1.2,3.3,8936,17.9248
183,0.64,3.94,11537,57.9714
96,2.41,4.38,8734,11.3634
383,2.47,2.95,17433,76.4986
266,1.29,3.88,13122,38.8859
30,1.82,3.8,4695,1.0046
225,0.94,1.98,14794,27.7426
40,0.95,4.39,5144,1.0244
72,1.96,2.46,7332,4.6398
23,0.54,1.94,4721,0.8297
136,0.85,4.62,10184,26.1578
86,1.7,2.29,7980,9.009
237,1.0,4.01,13020,30.2688
43,2.48,1.57,5717,1.1797
69,1.18,3.84,6782,3.8497
62,0.99,1.91,6744,4.0716
291,0.96,4.71,15267,43.7907
46,1.5,3.68,6400,2.1017
51,1.12,4.39,5908,1.8096
38,1.28,4.53,5106,0.8906
72,1.86,3.17,7754,4.3488
22,1.18,2.25,4305,0.4474
38,0.88,3.9,5564,0.8738
79,0.81,3.25,8235,7.3138
119,2.28,4.31,9739,18.1869
52,2.2,3.2,6005,2.1013
67,1.22,3.57,6549,4.6251
45,1.62,1.74,5454,2.3009
57,1.6,3.34,6407,2.6177
21,0.95,2.19,4266,0.6358
178,2.49,3.14,11327,55.9815
20,1.41,2.78,3650,0.6292
34,2.24,3.96,4762,1.1797
54,2.41,2.56,5816,3.3091
169,1.16,2.52,11817,46.306
29,1.65,3.39,4769,0.8885
328,2.13,4.2,16076,55.0955
177,2.25,1.95,11701,52.5678
28,1.81,3.74,4833,0.8179
33,0.54,3.86,4747,0.6394
226,1.88,2.98,12781,27.9472
77,0.92,1.89,8070,6.882
27,1.64,4.89,4618,0.923
47,0.88,4.0,5865,1.4334
79,1.99,3.47,7236,5.7544
224,1.51,4.56,12766,27.5917
52,0.86,3.07,5790,1.9627
116,0.66,3.17,9402,16.905
34,1.9,2.16,5429,1.0841
34,1.66,3.4,4875,1.1147
34,2.18,3.19,5948,1.145
262,2.44,3.27,14532,36.3064
181,1.39,1.51,11804,56.7744
241,0.87,3.71,13799,30.7548
26,1.32,3.9,4113,0.7047
46,0.72,2.44,6340,1.4329
144,1.07,1.5,10634,30.31
37,2.35,4.89,5227,0.808
30,2.32,3.66,5363,1.0491
238,2.32,2.19,13263,29.6565
80,1.3,4.56,7608,7.7257
75,0.65,2.4,8254,4.8439
66,1.15,2.28,7564,3.5075
142,1.25,2.17,10232,29.1061
103,1.24,1.74,9337,12.8049
42,0.76,1.8,5412,1.1759
217,0.57,1.86,16637,26.2811
22,0.58,2.59,3501,0.4163
125,0.85,1.55,10893,21.4644
178,2.24,4.91,11176,52.3012
282,0.92,3.64,14868,40.7375
49,1.34,2.68,5645,1.6196
140,1.65,3.29,10318,28.5918
71,1.15,3.43,7139,4.1498
353,2.32,2.02,16302,61.4003
102,0.67,1.63,10027,12.5508
25,1.02,4.24,3572,0.569
396,1.94,2.38,17388,77.8717
58,1.33,1.9,6402,3.3762
39,1.49,2.66,5173,0.9926
333,1.7,4.99,15461,56.2961
151,1.52,4.6,10333,32.9443
88,1.83,2.48,7373,8.5399
33,1.52,4.91,4900,1.0129
31,0.72,1.8,4126,0.5837
45,0.86,3.26,5489,1.3922
369,2.34,3.31,16682,65.6957
98,1.04,3.86,8762,11.305
20,0.67,4.62,4226,0.3284
374,1.77,1.78,17322,68.5104
320,1.58,3.54,15251,51.1092
23,2.2,2.74,4687,0.4609
42,0.74,4.9,5412,1.1225
96,1.74,3.14,8017,11.2607
158,0.72,3.78,11292,39.5211
22,1.89,3.48,4597,0.4893
29,1.05,1.84,4676,0.864
108,0.59,1.95,10138,14.1357
105,0.98,1.67,8975,12.807
24,1.82,3.15,4909,0.9927
154,1.75,2.07,10567,35.6582
34,2.24,2.7,5689,0.751
217,1.3,4.61,12676,26.2899
304,0.86,2.07,17782,46.2241
21,0.87,2.94,3943,0.4195
119,1.34,3.34,9325,17.4161
378,1.19,4.85,17119,71.5331
205,1.9,3.41,11911,24.0906
116,1.47,2.66,9103,16.6809
21,2.2,1.57,4280,0.3734
40,1.49,4.37,5685,1.011
197,1.44,4.4,11917,70.8208
215,2.49,1.85,13003,24.4116
50,0.68,2.13,6372,2.9278
27,1.91,1.82,4621,1.2705
55,0.8,3.5,5886,2.2656
114,2.46,2.09,10248,16.0453
209,2.24,1.78,12837,23.796
73,1.49,1.96,6634,5.3475
131,0.79,2.29,10732,23.4968
26,2.4,2.35,5089,1.1918
366,1.5,3.38,16482,65.3349
205,2.13,3.09,11929,24.1073
395,1.0,2.17,18965,75.0707
35,1.83,3.11,4844,0.8539
204,1.16,1.91,12227,21.5411
42,2.03,3.27,5676,1.1262
365,1.91,4.76,16057,67.1547
333,2.45,3.47,16039,52.7958
49,1.0,4.32,5926,1.6543
349,1.35,2.26,16666,60.1799
121,0.65,4.84,9800,19.8984
45,0.84,4.65,5845,2.0524
130,1.18,4.51,9893,22.48
62,1.19,3.22,6515,3.6105
389,2.48,4.56,16965,77.5782
339,1.68,3.66,15719,54.8133
65,1.31,1.65,6621,4.8484
106,1.19,4.25,8557,13.2024
111,1.49,4.99,9213,15.2113
49,1.93,4.96,6282,1.6108
142,1.37,3.14,10315,29.4993
158,2.08,4.89,10326,37.0807
51,1.15,1.82,5093,2.0376
195,1.03,3.53,11435,70.155
35,0.89,3.8,4329,0.7561
171,2.24,2.3,11370,48.5919
25,1.02,2.9,4265,1.0208
210,2.36,4.24,12953,23.8785
22,1.92,2.76,4374,0.4904
395,2.04,3.7,17327,76.6104
33,0.92,4.46,5147,1.1231
22,2.13,3.23,3601,0.7684
326,2.13,3.31,15262,54.4443
396,0.63,3.46,19606,76.8791
29,0.51,4.66,4846,1.5427
33,1.23,4.91,4857,0.9751
35,2.3,2.78,5640,1.1271
73,1.83,2.48,7086,4.4153
79,2.31,3.3,7534,5.3161
65,1.71,2.17,6568,5.4876
24,1.08,1.63,4218,0.5339
61,1.23,2.03,6612,2.8317
31,2.09,2.36,4899,0.5597
54,2.39,4.03,6204,2.0139
98,1.78,2.36,8430,11.5241
152,2.35,2.87,10579,34.5905
199,2.08,2.53,12181,72.848
366,2.12,2.39,17169,66.789
23,1.18,2.96,4418,0.4769
69,0.67,1.63,7814,3.8196
56,2.43,3.42,6478,2.2893
43,1.23,4.35,5901,1.1541
189,1.04,2.05,12253,62.6951
64,2.44,2.73,6671,4.7716
41,1.03,2.99,5273,1.0427
20,1.56,4.13,3994,0.331
179,0.96,3.49,12034,53.1366
105,2.28,2.86,8839,12.8523
132,2.29,2.96,9177,22.8923
52,0.54,2.1,6035,3.2166
32,0.54,1.91,5298,1.0132
51,0.51,3.51,6276,2.0812
26,0.84,2.46,4570,0.6854
115,2.19,4.19,8675,17.1263
267,1.98,1.95,14558,36.0694
291,0.5,3.7,16671,43.035
45,2.03,3.17,5364,2.0433
26,1.24,2.33,4604,1.2102
27,0.54,3.67,5094,1.2883
211,0.79,2.5,13657,23.7411
73,1.48,3.75,7363,6.3588
35,1.3,2.83,4922,0.7425
54,1.74,3.55,6581,2.1086
236,2.14,3.61,13317,29.9373
51,0.75,4.3,6189,1.7869
276,1.11,4.68,14034,39.9902
295,1.59,4.12,15258,44.6344
110,1.48,4.62,9122,15.0012
222,1.88,3.12,13234,25.8865
30,1.69,4.97,5002,1.782
20,2.03,1.6,3815,0.5974
51,0.93,1.71,6282,1.9022
210,1.58,3.72,12230,23.2528
371,0.94,4.31,17172,68.8457
20,2.13,2.84,4215,0.3644
48,1.71,2.0,5719,1.6143
89,1.88,3.66,8033,9.1657
35,1.78,4.61,5094,0.7258
143,1.54,3.24,10317,29.8305
273,1.13,3.97,14536,37.8301
23,2.42,4.29,4542,0.8528
21,0.85,2.29,3669,0.634
31,0.88,4.08,5028,0.8673
46,1.18,1.72,6110,2.3035
41,1.3,4.54,5099,1.0792
97,1.09,2.84,8485,8.8282
66,0.66,1.68,7679,5.2683
310,1.23,3.41,15322,47.197
49,1.06,1.5,6805,1.589
86,0.89,1.94,7828,7.9763
53,2.0,2.5,5791,2.7295
69,0.75,3.57,7251,3.8533
61,1.38,3.69,6223,2.6984
67,0.71,4.24,7103,4.3336
350,1.96,3.53,16854,62.7288
126,0.88,2.72,10362,20.7018
155,2.35,1.6,10611,38.5647
163,0.83,2.75,11054,41.4704
369,2.43,4.42,16435,67.5925
37,0.72,2.18,5493,1.1129
154,1.91,4.52,10874,36.9369
20,2.13,2.34,4007,0.3473
43,1.59,4.51,5909,1.1398
27,2.42,2.2,4961,0.78
85,1.41,3.62,7131,7.7774
228,1.55,5.0,12758,26.2185
81,1.88,1.91,7360,7.7551
63,2.17,3.74,6674,3.0405
184,0.56,3.22,12868,58.805
87,2.33,4.16,8367,8.0778
48,1.4,3.53,5844,2.2216
66,1.92,3.98,6685,3.6812
101,0.98,2.17,8885,12.3718
393,0.52,2.3,22616,74.564
115,2.43,2.87,9155,16.4161
252,0.6,2.6,16660,32.5109
97,0.93,4.5,8185,11.0802
59,0.7,3.16,6535,2.5982
253,1.95,2.33,13775,32.9537
121,0.86,3.83,9357,20.3537
56,0.52,2.56,6486,2.3348
27,0.71,4.31,4548,0.7357
197,1.91,3.62,11569,71.214
109,1.88,2.6,9289,13.6124
56,2.07,3.2,6190,2.8032
297,0.59,4.01,16550,45.2093
28,2.23,4.19,4790,0.8614
282,2.26,3.97,14669,41.6338
67,1.01,3.33,6515,3.7244
212,1.46,3.97,12379,23.9501
115,2.19,1.83,8859,17.3722
75,1.01,2.53,7587,4.8364
33,1.5,3.02,5304,0.6147
47,1.24,3.97,5688,1.5262
217,2.06,3.07,13224,25.6947
110,1.11,4.22,9115,14.9189
229,1.88,4.2,12920,27.8042
63,2.06,1.81,7159,3.1229
28,1.9,4.11,4765,0.8737
59,0.96,1.73,6951,2.5122
58,2.09,2.58,6818,3.31
45,2.42,4.3,5778,2.3131
269,2.27,1.56,15202,37.254
57,1.04,3.44,6340,2.3832
157,1.03,3.34,10325,39.9627
26,1.34,4.91,3724,0.6877
32,1.56,4.04,5548,0.5862
78,0.96,2.53,7732,6.6624
392,0.92,4.01,18221,74.2503
90,1.96,3.57,8079,7.963
136,1.68,4.08,9695,27.2544
224,0.72,4.89,12832,27.6016
65,1.66,1.96,7579,3.39
38,2.41,2.66,5194,0.8796
47,1.13,3.94,5855,2.2977
42,1.03,3.37,5744,1.8968
20,1.45,2.22,4089,0.7262
32,2.25,3.46,5207,0.616
77,2.12,3.76,7547,5.0807
65,0.52,4.01,7524,3.3473
380,0.91,2.14,18560,72.4458
322,1.78,3.2,15441,53.3018
39,1.14,3.89,5057,0.9045
252,2.11,4.18,13912,32.0129
21,1.62,4.14,4099,0.3566
123,1.24,4.12,9427,19.6624
35,1.94,3.87,5497,0.9248
38,0.91,1.75,5061,1.4311
175,2.08,4.01,11322,51.4908
151,0.98,3.88,10481,33.9204
25,2.03,4.83,4403,0.6045
98,0.97,3.15,8753,11.4938
306,2.41,4.53,15076,53.3823
80,1.0,2.13,8345,5.8969
105,2.0,3.12,8207,13.8347
239,2.14,4.86,13578,30.5477
133,0.62,2.95,10102,25.2996
89,1.95,2.71,8465,7.2502
32,1.29,2.89,4973,0.5933
397,0.89,2.13,19484,78.6978
23,1.11,4.16,4471,0.9137
29,2.39,4.87,5334,0.896
36,2.13,1.55,5826,0.7901
262,1.62,2.0,14636,35.3186
69,1.66,2.84,6476,4.7512
357,1.16,1.8,17747,64.2386
40,0.54,4.32,4951,1.027
60,2.41,4.26,6610,2.7973
31,1.01,2.69,4938,0.555
20,0.63,2.62,4059,0.3239
22,2.45,2.55,4343,0.5165
26,2.2,4.86,5185,0.6856
39,0.69,3.77,5442,0.8876
198,1.45,2.04,12025,72.3487
104,0.6,3.9,8759,12.9435
27,2.41,3.31,4478,0.727
27,1.42,4.71,4407,0.7216
32,1.71,4.86,4456,0.5868
68,0.63,2.64,7065,2.4311
22,1.21,1.86,3845,0.2518
45,2.28,4.37,6392,0.8608
167,1.83,4.54,11319,22.314
25,0.64,4.72,4244,0.3344
114,1.33,2.14,9636,8.018
178,1.1,2.71,11326,26.6386
20,2.17,2.37,3203,0.1913
233,1.48,4.38,12792,13.7368
48,1.33,3.65,6003,0.9677
273,1.67,1.62,14375,20.6443
67,0.56,3.62,6704,2.2107
35,2.4,2.06,4619,0.4614
359,0.74,4.68,17304,30.8742
360,1.26,1.83,17001,30.6232
124,1.2,4.56,9357,10.1034
149,0.99,3.03,11178,16.3789
52,1.71,3.36,5720,1.1857
58,2.34,1.85,6094,1.5452
119,1.65,4.64,9333,9.4596
287,0.68,3.12,16141,21.088
31,1.31,2.08,4653,0.39
23,2.37,4.29,3712,0.3099
328,1.13,2.56,16253,27.0474
81,2.43,4.85,7686,3.4999
129,1.67,2.91,9877,10.8614
32,0.73,4.84,4502,0.3642
87,1.9,3.27,7853,4.0531
273,0.64,1.97,18688,18.6933
70,0.77,2.24,6337,2.4295
30,1.07,3.38,4585,0.5647
253,0.94,3.57,13958,16.6855
41,1.39,1.71,5226,0.6533
216,1.86,4.62,11798,13.7114
59,1.53,2.76,6664,1.5939
178,1.99,3.71,11105,28.4078
46,1.16,1.88,6294,0.9395
60,2.24,4.41,6461,1.7313
87,0.81,3.01,7978,4.2751
46,0.69,4.75,6541,0.8851
146,1.83,2.18,10237,16.9307
353,1.17,1.52,18266,31.5465
69,0.57,4.04,7518,2.2907
27,2.37,3.55,4840,0.4361
265,1.61,3.64,13481,19.3667
30,1.89,2.02,4394,0.5979
31,0.87,2.09,4826,0.3374
42,1.64,3.66,5317,0.7161
135,1.96,3.29,9738,13.3867
92,1.35,2.12,7756,4.9688
50,0.72,4.6,6483,1.2211
278,2.43,3.81,14677,19.6345
27,1.78,2.4,4971,0.4391
116,2.33,3.81,8847,8.6497
55,2.16,3.56,6281,1.3559
109,2.45,2.51,8686,7.5861
254,0.64,3.36,15125,16.7793
56,0.56,4.03,6297,1.4356
20,1.38,2.29,3683,0.2006
155,1.68,3.42,10571,18.4522
30,0.93,1.89,5470,0.5672
204,1.54,1.51,13040,11.5265
188,0.87,3.42,11220,31.419
255,2.2,2.57,13890,16.4386
288,1.9,1.82,14737,21.395
228,0.84,2.05,14407,13.751
107,2.14,2.67,8931,6.9981
217,0.95,2.08,13846,12.5799
61,0.55,2.05,7153,1.7235
372,1.1,3.62,17227,33.1172
33,0.73,2.11,5207,0.4035
252,0.5,1.96,19144,16.3081
325,1.96,4.37,15691,27.2577
94,2.13,4.61,8497,4.9975
144,0.99,2.48,10693,15.5269
86,1.47,4.44,7865,4.2982
20,1.03,4.91,3980,0.1973
66,1.1,2.79,7133,2.1818
74,1.05,3.82,6709,2.8963
25,1.2,4.6,3876,0.337
151,0.82,1.57,11800,17.7932
49,2.04,2.19,5966,1.0005
359,1.38,4.27,16287,31.7461
381,1.29,3.97,16819,36.8269
23,0.59,2.85,4655,0.2822
89,1.52,3.0,7611,4.6176
33,1.13,3.49,5395,0.395
121,1.93,2.37,9046,9.518
36,2.18,2.19,5781,0.5281
31,1.87,3.21,4922,0.3597
263,2.38,4.95,14181,17.7827
163,1.22,4.14,10843,20.8723
27,1.09,3.31,5136,0.4106
79,1.51,3.56,7538,3.2409
39,1.06,4.18,6047,0.5867
20,0.71,3.5,3891,0.1966
31,2.31,2.68,4653,0.3269
60,0.54,2.58,7435,1.6792
30,0.79,1.7,4668,0.567
99,2.06,3.88,8560,5.5763
25,1.87,4.31,4597,0.3376
62,0.52,3.15,7243,1.7975
26,0.98,1.9,4617,0.3924
34,1.56,4.19,4490,0.4489
40,2.23,3.19,5770,0.6376
168,0.99,4.43,11191,22.7105
106,2.26,2.28,8513,6.9589
96,1.82,3.1,8846,5.4657
32,1.46,2.03,5348,0.378
30,0.62,3.73,5189,0.5666
82,0.8,3.84,7738,3.7214
188,0.79,1.56,14938,30.8384
136,1.06,3.44,10779,13.4251
105,2.09,4.39,8577,6.8038
23,0.5,2.08,4055,0.2822
193,1.82,3.46,11638,33.5063
195,2.35,4.04,11862,34.7029
46,0.82,1.82,5752,0.887
159,1.66,4.26,10202,19.5394
200,1.95,2.12,11731,37.8112
254,0.69,2.5,16044,16.4108
38,0.7,4.21,5515,0.5811
20,0.99,2.39,4300,0.1975
201,1.6,2.18,12493,11.1102
182,1.31,3.03,11632,28.4352
288,1.72,2.23,14382,20.9152
149,0.63,2.69,11564,16.6528
167,1.57,2.81,10936,22.9763
216,1.56,2.92,11952,13.3917
59,2.03,2.3,6230,1.7288
40,2.22,3.72,6062,0.6649
50,1.52,3.46,6519,1.2123
57,0.66,4.66,6571,1.5786
22,2.25,4.58,4572,0.2702
28,0.54,3.87,4267,0.5351
340,0.82,4.96,15835,30.6822
288,1.13,2.09,16152,22.2006
390,2.48,2.06,18072,39.8335
84,1.03,1.97,8174,3.8238
51,1.07,1.92,6236,1.1395
245,1.15,4.75,13337,16.7027
146,2.5,1.66,10232,16.908
217,1.49,4.3,12937,13.7098
86,0.8,1.65,8726,4.15
189,1.86,4.49,11597,31.8645
157,0.57,3.03,10850,19.3364
35,0.8,2.31,5427,0.4701
20,1.1,2.92,3850,0.2041
165,2.28,3.43,10764,22.7474
175,1.71,3.85,10800,26.2608
155,0.66,4.2,11268,19.167
143,2.24,3.3,10436,15.1701
61,0.8,3.16,7316,1.7864
73,0.84,2.66,7265,2.7301
56,0.52,4.58,6245,1.4866
21,0.91,3.37,4278,0.2239
57,2.2,1.63,6938,1.4877
22,1.94,4.96,4390,0.257
94,0.83,2.76,7969,5.2398
22,1.98,2.25,3877,0.2585
23,0.97,4.08,4280,0.2821
117,0.65,2.43,10150,9.0712
21,1.71,3.59,4247,0.2232
21,1.49,1.64,3557,0.2224
361,1.41,4.18,16311,32.892
222,1.65,1.85,12649,13.5969
43,2.0,1.52,6104,0.7505
297,2.48,3.47,15251,24.2924
268,2.15,4.0,14233,19.481
61,0.67,1.53,7936,1.7609
25,1.43,2.8,4691,0.3539
79,1.54,4.39,7607,3.291
74,1.11,4.87,6675,2.8987
300,2.02,2.5,14996,24.63
82,1.16,4.5,7655,3.7247
20,0.64,3.79,3695,0.2145
24,2.1,3.83,4687,0.3461
155,2.48,4.18,10780,20.0877
370,2.24,4.66,16621,33.1135
65,0.88,3.74,6552,2.0827
63,1.23,2.96,7077,1.8621
268,1.74,4.06,13558,18.6747
26,2.33,1.8,5027,0.4146
53,1.91,2.25,6009,1.3151
105,2.12,1.67,9413,7.3625
256,1.85,1.51,14303,17.4068
159,1.56,2.26,10885,19.6238
23,0.82,2.59,4230,0.2699
23,1.25,3.63,4415,0.2715
39,1.1,4.93,4961,0.5823
73,2.06,2.61,8033,2.6988
161,1.09,1.99,11145,20.5521
112,2.37,4.26,9115,8.0703
43,2.22,4.32,5751,0.7534
380,1.7,2.74,17518,34.4834
97,0.7,3.34,8030,5.5291
193,0.75,4.04,12268,33.72
38,2.44,3.71,5718,0.5907
78,2.03,4.54,6935,3.3587
35,1.37,2.13,5393,0.4675
48,1.93,2.39,6134,1.0097
341,2.06,2.31,16010,30.5097
71,2.18,4.73,7177,2.7901
364,1.57,4.93,16458,33.8534
131,1.91,3.69,9659,12.2348
389,0.73,4.46,17563,37.9975
22,1.56,3.45,4368,0.2613
70,1.61,3.29,7705,2.6026
79,1.48,4.98,7475,3.475
321,1.37,2.9,15557,27.1708
275,1.49,4.84,14008,21.4687
262,0.64,1.89,18428,19.3108
35,2.31,3.83,4848,0.4647
90,1.35,2.03,7770,4.9216
37,1.78,4.26,5366,0.5202
324,2.31,3.28,15071,27.5128
45,1.69,2.91,6676,0.8744
129,1.63,1.71,9588,12.3738
47,0.79,2.47,5601,0.9462
348,1.93,2.39,16582,31.8209
153,0.54,4.27,10907,19.2175
47,2.42,4.43,5526,0.9918
93,2.34,1.59,8334,5.236
39,1.82,3.52,5465,0.588
26,1.01,2.91,4244,0.4174
51,1.68,4.86,6136,1.1724
23,2.3,2.89,3954,0.291
354,2.21,4.35,15370,32.5774
93,2.23,2.51,8018,5.3045
219,2.39,4.25,12560,14.036
124,1.95,2.71,9540,11.6825
198,0.79,3.71,11795,38.3363
199,0.68,4.93,12779,36.7193
129,1.26,2.24,10082,11.5295
270,0.73,4.6,13816,18.9147
95,1.9,1.72,7796,5.3755
362,1.7,3.36,16910,31.7545
252,0.94,2.15,14852,16.6224
225,0.75,1.86,16451,13.5458
21,1.28,4.47,4672,0.2279
74,1.85,1.67,7860,2.8683
81,2.14,3.05,8223,3.6182
226,2.43,2.02,12740,13.9582
287,0.75,2.39,16661,20.6971
172,1.2,3.32,11743,25.2636
265,1.45,4.95,14111,18.3702
191,0.52,2.07,14736,33.0272
378,0.98,4.43,17662,34.4599
24,0.81,2.17,4416,0.3184
27,2.37,3.12,5188,0.4376
21,1.87,4.87,3656,0.2327
26,0.92,2.03,4188,0.3993
268,1.85,4.38,13903,18.3199
42,2.05,2.98,5239,0.7246
164,1.52,4.41,10830,22.2206
41,1.56,3.27,5684,0.659
25,0.93,4.73,4161,0.3422
73,1.15,2.17,7465,2.7238
30,1.78,3.09,4736,0.5854
354,2.1,2.7,16346,31.0993
179,1.73,3.01,11344,27.9623
58,1.02,4.88,6548,1.5731
30,2.21,3.9,5207,0.5815
271,1.44,4.43,14618,18.8484
233,0.64,1.61,18219,14.2057
299,1.3,4.9,14934,22.7219
108,1.57,2.31,8563,7.4467
31,1.0,4.93,5286,0.3785
306,2.25,2.61,15262,23.8998
42,1.92,1.76,5854,0.7388
169,0.61,4.69,11361,23.47
40,2.42,4.78,5428,0.6575
35,2.24,3.16,5593,0.4634
37,2.05,2.97,5712,0.5148
108,1.49,3.52,8610,7.5934
67,2.18,1.85,7306,2.2208
37,2.09,3.65,5223,0.5581
40,1.94,2.51,5111,0.6641
368,1.84,2.17,17065,33.2923
174,1.09,3.1,11788,25.5915
92,1.71,2.46,8378,5.0251
34,1.25,2.29,4832,0.4351
101,2.11,4.48,8779,6.2283
82,0.68,2.92,7500,3.726
27,1.5,2.23,4439,0.4247
148,0.61,3.94,11619,16.6956
147,1.55,4.58,10273,16.2964
38,1.56,4.4,5836,0.5991
25,1.98,3.49,3853,0.3487
335,1.06,4.83,15342,27.4578
156,2.45,4.6,10738,19.2228
335,1.45,3.05,16465,28.6523
37,2.28,4.43,5462,0.5229
97,2.38,4.57,8429,6.1048
393,1.83,1.95,17659,40.4248
49,1.02,3.69,6006,1.0848
59,2.09,4.53,6387,1.6751
39,0.53,2.42,5118,0.605
30,2.47,3.45,4936,0.6186
249,0.69,2.02,16711,17.1801
39,1.7,3.68,5621,0.5799
40,2.1,2.55,4589,0.6576
37,2.17,3.41,5254,0.5167
30,0.82,3.09,5319,0.6042
299,2.47,2.92,14983,24.0123
384,1.44,3.72,17110,38.0668
168,1.51,4.8,11384,25.9205
105,0.62,2.53,9884,7.4037
73,2.43,4.46,7037,2.7955
297,1.87,2.93,14966,24.8033
305,2.35,2.19,15291,24.2404
214,0.58,1.67,17152,12.112
76,1.13,1.94,7775,3.0508
49,0.6,3.97,5691,1.0082
37,1.84,3.57,4621,0.5027
26,1.31,4.04,4362,0.3911
112,1.98,3.02,9143,7.9193
60,1.1,3.84,6811,1.6955
67,2.19,2.7,7224,2.2085
244,1.99,3.76,13791,15.0252
314,1.2,2.04,15833,24.349
22,0.51,4.42,5070,0.2551
368,1.83,3.92,16207,33.5525
112,0.68,2.71,9824,8.035
253,2.22,1.54,14240,16.5831
49,1.15,4.25,5868,1.012
46,2.1,4.17,5918,0.8958
172,2.4,4.31,10726,25.0452
71,1.31,2.83,7426,2.5598
33,0.95,3.87,4597,0.3921
28,0.87,3.97,4082,0.4732
70,2.39,3.75,6830,2.5832
306,2.37,4.26,14801,23.4191
337,1.75,2.25,16157,27.817
107,1.0,4.81,8202,7.3407
46,2.23,3.93,6226,0.9114
339,1.92,2.18,16072,28.1309
123,2.37,2.17,9265,9.877
31,1.28,2.93,4569,0.3577
104,1.7,3.41,8556,6.4253
237,1.09,1.93,14545,14.8351
105,0.89,4.47,8904,6.9077
94,0.55,2.76,8684,4.9925
65,0.52,3.76,6471,2.1238
132,2.04,2.86,9294,12.1826
21,2.0,4.98,3908,0.2138
70,1.1,1.51,7168,2.5259
23,1.43,2.21,4199,0.2835
160,1.47,1.68,11240,20.9243
101,2.49,4.86,9072,6.0687
35,0.96,3.61,4810,0.466
331,1.58,4.14,15648,27.3478
75,2.22,1.81,7121,2.9931
151,1.25,3.96,10040,17.1735
44,2.33,1.74,5484,0.7726
214,1.48,4.94,12117,12.2245
383,1.58,4.11,17191,35.7221
39,1.18,4.2,5298,0.5717
119,1.99,3.64,9116,9.1956
37,1.13,1.6,5526,0.5111
347,2.37,4.04,15880,29.6892
48,1.59,4.72,6124,0.9759
207,1.16,3.56,13640,12.1759
25,0.57,4.62,4364,0.338
